trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
9900293198,Walk Up,983,10/4/2015 21:12:45,1006,Zilker Park West,2546,ACC - West & 12th Street,35
9900293276,Walk Up,589,10/4/2015 13:12:34,1008,Nueces @ 3rd,1008,Nueces @ 3rd,73
9900293279,Walk Up,212,10/4/2015 13:12:10,2546,ACC - West & 12th Street,1006,Zilker Park West,14
9900293280,Explorer,540,10/4/2015 13:12:15,3291,11th & San Jacinto,2541,State Capitol @ 14th & Colorado,9
9900293292,Walk Up,610,10/4/2015 14:12:02,1006,Zilker Park West,1006,Zilker Park West,0
9900293302,Walk Up,546,10/4/2015 14:12:22,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,7
9900293320,Walk Up,352,10/4/2015 16:12:39,2576,Rainey @ River St,2576,Rainey @ River St,86
9900293321,Walk Up,321,10/4/2015 16:12:24,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,13
9900293330,Walk Up,22,10/4/2015 18:12:59,2712,Toomey Rd @ South Lamar,3291,11th & San Jacinto,20
9900293345,Walk Up,221,10/4/2015 20:12:32,1006,Zilker Park West,2576,Rainey @ River St,19
9900293353,Walk Up,153,10/4/2015 21:12:36,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,11
9900293384,Walk Up,442,10/4/2015 0:12:55,1008,Nueces @ 3rd,2576,Rainey @ River St,14
9900293394,Walk Up,428,10/4/2015 10:12:31,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,8
9900293408,Walk Up,578,10/4/2015 12:12:53,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900293424,Walk Up,88,10/4/2015 13:12:36,1008,Nueces @ 3rd,1008,Nueces @ 3rd,71
9900293449,Explorer,860,10/4/2015 14:12:01,2576,Rainey @ River St,2712,Toomey Rd @ South Lamar,30
9900293456,Walk Up,680,10/4/2015 15:12:47,1006,Zilker Park West,1006,Zilker Park West,1
9900293492,Walk Up,281,10/4/2015 18:12:44,2712,Toomey Rd @ South Lamar,3291,11th & San Jacinto,19
9900293510,Walk Up,579,10/4/2015 21:12:22,1006,Zilker Park West,1008,Nueces @ 3rd,19
9900293518,Walk Up,884,10/4/2015 21:12:20,1006,Zilker Park West,1006,Zilker Park West,1
9900293523,Walk Up,575,10/4/2015 21:12:03,1006,Zilker Park West,1008,Nueces @ 3rd,24
9900293564,Walk Up,578,10/4/2015 11:12:10,2536,Waller & 6th St.,2536,Waller & 6th St.,23
9900293593,Weekender,920,10/4/2015 13:12:22,1008,Nueces @ 3rd,1006,Zilker Park West,27
9900293616,Walk Up,420,10/4/2015 15:12:13,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,32
9900293668,Walk Up,221,10/4/2015 21:12:51,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,12
9900293748,Local365,975,10/4/2015 22:12:37,2536,Waller & 6th St.,1008,Nueces @ 3rd,16
9900293755,Local30,298,10/4/2015 12:12:51,2568,East 11th St. at Victory Grill,2568,East 11th St. at Victory Grill,0
9900293758,Local365,829,10/4/2015 21:12:38,1006,Zilker Park West,1008,Nueces @ 3rd,24
9900293768,Local30,970,10/4/2015 19:12:33,1006,Zilker Park West,1006,Zilker Park West,12
9900293769,Local30,970,10/4/2015 19:12:08,1006,Zilker Park West,1006,Zilker Park West,12
9900293799,Local365,409,10/4/2015 13:12:27,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293807,Local365,589,10/4/2015 15:12:39,1008,Nueces @ 3rd,2712,Toomey Rd @ South Lamar,7
9900293808,Local365,288,10/4/2015 16:12:45,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900293823,Local365,93,10/4/2015 20:12:55,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,6
9900293840,Local365,421,10/4/2015 13:12:50,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293848,Annual,660,10/4/2015 16:12:46,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,10
9900293874,Local365,275,10/4/2015 13:12:28,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,10
9900293884,Local30,460,10/4/2015 15:12:50,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900293909,Local365,78,10/4/2015 12:12:19,1008,Nueces @ 3rd,1006,Zilker Park West,14
9900293910,Local365,472,10/4/2015 12:12:47,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,1
9900293915,Local365,610,10/4/2015 12:12:44,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,7
9900293916,Local365,3,10/4/2015 13:12:15,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293938,Local30,822,10/4/2015 21:12:33,1006,Zilker Park West,1006,Zilker Park West,1
9900293941,Founding Member,421,10/4/2015 16:12:43,1008,Nueces @ 3rd,1008,Nueces @ 3rd,14
9900293942,Local30,910,10/4/2015 9:12:15,1008,Nueces @ 3rd,1008,Nueces @ 3rd,13
9900293945,Local365,563,10/4/2015 12:12:56,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900293981,Local365,884,10/4/2015 21:12:10,1006,Zilker Park West,2576,Rainey @ River St,31
9900293982,Local365,864,10/4/2015 21:12:48,1006,Zilker Park West,2546,ACC - West & 12th Street,71
9900293994,Local365,706,10/4/2015 12:12:26,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900294004,Local30,248,10/4/2015 15:12:57,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900294011,Annual,660,10/4/2015 16:12:10,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900294023,Local365,528,10/4/2015 20:12:47,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,8
9900294024,Local365,25,10/4/2015 20:12:25,1006,Zilker Park West,1006,Zilker Park West,2
9900294103,Walk Up,867,10/5/2015 15:12:59,1006,Zilker Park West,1006,Zilker Park West,56
9900294107,Walk Up,158,10/5/2015 17:12:55,3291,11th & San Jacinto,3291,11th & San Jacinto,148
9900294112,Walk Up,150,10/5/2015 18:12:57,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,173
9900294126,Walk Up,551,10/5/2015 12:12:54,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,5
9900294127,Walk Up,875,10/5/2015 12:12:17,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,4
9900294211,Walk Up,902,10/5/2015 12:12:32,3293,East 2nd & Pedernales,2576,Rainey @ River St,13
9900294227,Walk Up,349,10/5/2015 15:12:38,1006,Zilker Park West,1006,Zilker Park West,54
9900294228,Walk Up,560,10/5/2015 15:12:53,2576,Rainey @ River St,2576,Rainey @ River St,4
9900294272,Weekender,440,10/5/2015 15:12:05,2576,Rainey @ River St,1006,Zilker Park West,33
9900294274,Walk Up,668,10/5/2015 16:12:37,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,33
9900294288,Walk Up,409,10/5/2015 10:12:04,2536,Waller & 6th St.,2536,Waller & 6th St.,3
9900294297,Walk Up,560,10/5/2015 12:12:48,3293,East 2nd & Pedernales,2576,Rainey @ River St,14
9900294318,Walk Up,347,10/5/2015 17:12:54,3291,11th & San Jacinto,3291,11th & San Jacinto,147
9900294354,Walk Up,349,10/5/2015 16:12:12,1006,Zilker Park West,1006,Zilker Park West,0
9900294385,Annual,321,10/5/2015 17:12:58,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,12
9900294394,Local365,236,10/5/2015 13:12:34,1008,Nueces @ 3rd,1008,Nueces @ 3rd,4
9900294441,Annual,551,10/5/2015 7:12:35,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,22
9900294456,Local365,396,10/5/2015 12:12:28,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900294472,Local365,397,10/5/2015 19:12:41,2546,ACC - West & 12th Street,3291,11th & San Jacinto,7
9900294483,Local365,881,10/5/2015 8:12:49,1008,Nueces @ 3rd,1008,Nueces @ 3rd,365
9900294490,Local365,789,10/5/2015 9:12:46,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900294497,Annual,321,10/5/2015 12:12:57,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,16
9900294535,Local365,202,10/5/2015 15:12:48,1008,Nueces @ 3rd,3291,11th & San Jacinto,17
9900294547,Local365,311,10/5/2015 20:12:33,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294548,Local365,311,10/5/2015 20:12:49,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294598,Local365,226,10/5/2015 8:12:41,3291,11th & San Jacinto,1008,Nueces @ 3rd,7
9900294618,Local365,460,10/5/2015 17:12:05,2546,ACC - West & 12th Street,2712,Toomey Rd @ South Lamar,9
9900294644,Local365,236,10/5/2015 10:12:59,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,5
9900294650,Local365,370,10/5/2015 12:12:14,3291,11th & San Jacinto,2568,East 11th St. at Victory Grill,5
9900294656,Local365,370,10/5/2015 14:12:40,2568,East 11th St. at Victory Grill,3291,11th & San Jacinto,7
9900294674,Local365,553,10/5/2015 20:12:32,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,25
9900294818,Walk Up,326,10/6/2015 16:12:58,2546,ACC - West & 12th Street,1008,Nueces @ 3rd,24
9900294820,Walk Up,206,10/6/2015 16:12:11,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,63
9900294855,Walk Up,160,10/6/2015 17:12:45,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,24
9900294861,Walk Up,593,10/6/2015 22:12:34,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,95
9900294945,Local365,805,10/6/2015 9:12:57,2536,Waller & 6th St.,2576,Rainey @ River St,7
9900294975,Local365,874,10/6/2015 8:12:49,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900294981,Local365,1000,10/6/2015 11:12:52,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900294986,Local30,874,10/6/2015 13:12:12,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,6
9900295008,Local365,553,10/6/2015 7:12:06,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900295061,Local365,347,10/6/2015 13:12:16,3291,11th & San Jacinto,1008,Nueces @ 3rd,6
9900295124,Local365,344,10/6/2015 10:12:08,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295151,Local365,344,10/6/2015 9:12:52,1008,Nueces @ 3rd,1008,Nueces @ 3rd,9
9900295157,Local365,321,10/6/2015 11:12:19,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,59
9900295174,Annual,539,10/6/2015 18:12:26,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900295201,Local365,749,10/6/2015 8:12:22,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295240,Local365,843,10/6/2015 21:12:03,1008,Nueces @ 3rd,3291,11th & San Jacinto,9
9900295332,Walk Up,593,10/7/2015 17:12:16,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,0
9900295368,Walk Up,572,10/7/2015 15:12:37,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295371,Walk Up,843,10/7/2015 17:12:27,3291,11th & San Jacinto,3291,11th & San Jacinto,261
9900295396,Walk Up,572,10/7/2015 18:12:24,1007,Lavaca & 6th,2546,ACC - West & 12th Street,6
9900295418,Walk Up,425,10/7/2015 15:12:20,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295472,Local365,572,10/7/2015 19:12:14,2546,ACC - West & 12th Street,2568,East 11th St. at Victory Grill,13
9900295499,Local365,321,10/7/2015 11:12:32,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,13
9900295520,Annual,385,10/7/2015 9:12:16,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,6
9900295617,Local365,468,10/7/2015 11:12:02,3291,11th & San Jacinto,1008,Nueces @ 3rd,9
9900295631,Local365,370,10/7/2015 18:12:27,1008,Nueces @ 3rd,2712,Toomey Rd @ South Lamar,4
9900295636,Local365,544,10/7/2015 20:12:53,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295641,Local365,898,10/7/2015 8:12:49,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900295655,Local365,116,10/7/2015 15:12:52,1007,Lavaca & 6th,1007,Lavaca & 6th,174
9900295668,Annual,571,10/7/2015 16:12:22,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295681,Local365,470,10/7/2015 22:12:43,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,11
9900295739,Local30,1000,10/7/2015 17:12:22,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900295763,Walk Up,127,10/8/2015 15:12:38,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295766,Walk Up,188,10/8/2015 16:12:58,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,30
9900295849,Walk Up,29,10/8/2015 15:12:53,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295856,Walk Up,393,10/8/2015 16:12:29,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,54
9900295942,Weekender,382,10/8/2015 17:12:41,1008,Nueces @ 3rd,2546,ACC - West & 12th Street,7
9900296045,Walk Up,789,10/8/2015 16:12:27,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296046,Walk Up,177,10/8/2015 16:12:50,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296057,Walk Up,329,10/8/2015 2:12:46,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,16
9900296086,Explorer,37,10/8/2015 15:12:42,3291,11th & San Jacinto,3291,11th & San Jacinto,68
9900296125,Annual,664,10/8/2015 6:12:42,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,21
9900296226,Local365,190,10/8/2015 8:12:25,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900296295,Local365,181,10/8/2015 17:12:02,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296410,Weekender,902,10/9/2015 10:12:25,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,39
9900296469,Walk Up,64,10/9/2015 12:12:09,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296470,Walk Up,354,10/9/2015 12:12:53,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900296492,Walk Up,29,10/9/2015 13:12:02,2536,Waller & 6th St.,2536,Waller & 6th St.,60
9900296528,Walk Up,75,10/9/2015 19:12:25,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296538,Walk Up,957,10/9/2015 16:12:58,2576,Rainey @ River St,1006,Zilker Park West,26
9900296575,Walk Up,468,10/9/2015 17:12:10,1006,Zilker Park West,1006,Zilker Park West,104
9900296576,Walk Up,545,10/9/2015 18:12:03,1006,Zilker Park West,1006,Zilker Park West,102
9900296577,Walk Up,273,10/9/2015 18:12:48,1006,Zilker Park West,1006,Zilker Park West,102
9900296595,Walk Up,751,10/9/2015 20:12:38,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
9900296605,Walk Up,79,10/9/2015 20:12:11,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296621,Walk Up,283,10/9/2015 21:12:41,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296639,Walk Up,281,10/9/2015 22:12:41,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296643,Walk Up,397,10/9/2015 22:12:15,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296676,Walk Up,745,10/9/2015 12:12:32,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,23
9900296683,Walk Up,563,10/9/2015 13:12:54,1006,Zilker Park West,1006,Zilker Park West,17
9900296687,Weekender,919,10/9/2015 13:12:05,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296733,Walk Up,884,10/9/2015 19:12:10,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,29
9900296755,Walk Up,922,10/9/2015 21:12:45,1006,Zilker Park West,1006,Zilker Park West,1
9900296765,Walk Up,513,10/9/2015 22:12:29,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900296815,Walk Up,878,10/9/2015 10:12:28,3291,11th & San Jacinto,2546,ACC - West & 12th Street,30
9900296830,Walk Up,680,10/9/2015 11:12:18,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,80
9900296835,Walk Up,281,10/9/2015 12:12:19,3291,11th & San Jacinto,3291,11th & San Jacinto,106
9900296850,Walk Up,64,10/9/2015 14:12:51,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,35
9900296873,Weekender,110,10/9/2015 16:12:49,2576,Rainey @ River St,1006,Zilker Park West,27
9900296911,Weekender,326,10/9/2015 10:12:02,2576,Rainey @ River St,1006,Zilker Park West,38
9900296923,Walk Up,560,10/9/2015 12:12:23,2568,East 11th St. at Victory Grill,2568,East 11th St. at Victory Grill,0
9900296925,Walk Up,856,10/9/2015 12:12:47,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296964,Walk Up,116,10/9/2015 16:12:00,1007,Lavaca & 6th,1006,Zilker Park West,18
9900296969,Walk Up,933,10/9/2015 16:12:48,2576,Rainey @ River St,2576,Rainey @ River St,12
9900296970,Weekender,447,10/9/2015 17:12:00,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296983,Walk Up,894,10/9/2015 19:12:05,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,30
9900297032,Weekender,97,10/9/2015 22:12:25,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297067,Walk Up,188,10/9/2015 14:12:54,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,40
9900297070,Walk Up,925,10/9/2015 14:12:01,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,19
9900297089,Weekender,647,10/9/2015 17:12:13,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,285
9900297129,Walk Up,919,10/9/2015 21:12:01,1006,Zilker Park West,2544,East 6th & Pedernales St.,39
9900297177,Walk Up,878,10/9/2015 12:12:32,1006,Zilker Park West,1006,Zilker Park West,37
9900297180,Walk Up,593,10/9/2015 12:12:43,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,27
9900297187,Walk Up,745,10/9/2015 12:12:35,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297194,Walk Up,219,10/9/2015 13:12:11,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,14
9900297219,Weekender,406,10/9/2015 16:12:35,2576,Rainey @ River St,1006,Zilker Park West,28
9900297238,Walk Up,969,10/9/2015 19:12:14,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,20
9900297249,Walk Up,114,10/9/2015 20:12:54,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297261,Walk Up,539,10/9/2015 21:12:17,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297262,Walk Up,235,10/9/2015 21:12:59,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297288,Walk Up,169,10/9/2015 10:12:18,3291,11th & San Jacinto,2546,ACC - West & 12th Street,29
9900297302,Walk Up,898,10/9/2015 12:12:40,1006,Zilker Park West,1006,Zilker Park West,26
9900297303,Walk Up,102,10/9/2015 12:12:29,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,25
9900297307,Walk Up,160,10/9/2015 12:12:51,3291,11th & San Jacinto,3291,11th & San Jacinto,105
9900297308,Walk Up,102,10/9/2015 12:12:03,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297309,Walk Up,856,10/9/2015 12:12:16,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,20
9900297316,Walk Up,28,10/9/2015 13:12:46,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,16
9900297333,Weekender,221,10/9/2015 15:12:48,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,367
9900297359,Walk Up,285,10/9/2015 20:12:39,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297368,Walk Up,190,10/9/2015 20:12:16,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297369,Walk Up,197,10/9/2015 20:12:39,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297381,Walk Up,266,10/9/2015 21:12:02,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297388,Weekender,751,10/9/2015 21:12:59,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900297399,Walk Up,299,10/9/2015 22:12:10,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900297401,Weekender,878,10/9/2015 22:12:08,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297421,Local365,955,10/9/2015 13:12:26,1007,Lavaca & 6th,2541,State Capitol @ 14th & Colorado,5
9900297456,Local365,203,10/9/2015 12:12:01,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900297504,Local30,503,10/9/2015 10:12:53,1006,Zilker Park West,1006,Zilker Park West,25
9900297532,Annual,1000,10/9/2015 12:12:57,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900297571,Local365,370,10/9/2015 8:12:19,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,12
9900297561,Local365,80,10/9/2015 21:12:19,1006,Zilker Park West,2544,East 6th & Pedernales St.,41
9900297578,Local365,683,10/9/2015 10:12:49,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,8
9900297597,Local365,425,10/9/2015 16:12:27,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900297599,Local365,58,10/9/2015 16:12:54,2576,Rainey @ River St,1006,Zilker Park West,34
9900297609,Local365,1000,10/9/2015 7:12:10,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900297620,Local365,1000,10/9/2015 11:12:41,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,14
9900297622,Local365,664,10/9/2015 11:12:16,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,41
9900297658,Local365,884,10/9/2015 16:12:54,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,9
9900297690,Local365,275,10/9/2015 14:12:53,1007,Lavaca & 6th,2576,Rainey @ River St,14
9900297730,Local365,974,10/9/2015 12:12:06,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900297740,Local365,386,10/9/2015 16:12:54,1006,Zilker Park West,1006,Zilker Park West,2
9900297744,Local365,890,10/9/2015 18:12:49,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
9900297817,Walk Up,391,10/10/2015 17:12:26,1006,Zilker Park West,1006,Zilker Park West,34
9900297838,Walk Up,765,10/10/2015 19:12:35,1006,Zilker Park West,1006,Zilker Park West,32
9900297881,Explorer,774,10/10/2015 10:12:07,2576,Rainey @ River St,2576,Rainey @ River St,56
9900297889,Walk Up,235,10/10/2015 13:12:14,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,2
9900297900,Walk Up,362,10/10/2015 12:12:36,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,15
9900297919,Walk Up,411,10/10/2015 11:12:16,1006,Zilker Park West,1006,Zilker Park West,1
9900297994,Walk Up,509,10/10/2015 13:12:02,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,10
9900298001,Walk Up,105,10/10/2015 13:12:51,2576,Rainey @ River St,1006,Zilker Park West,34
9900298114,Walk Up,229,10/10/2015 17:12:07,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,4
9900298125,Walk Up,432,10/10/2015 16:12:16,1006,Zilker Park West,1006,Zilker Park West,1
9900298129,Walk Up,479,10/10/2015 16:12:41,2536,Waller & 6th St.,1006,Zilker Park West,28
9900298221,Weekender,969,10/10/2015 3:12:27,2536,Waller & 6th St.,3293,East 2nd & Pedernales,8
9900298320,Weekender,221,10/10/2015 15:12:49,2823,Capital Metro HQ - East 5th at Broadway,2536,Waller & 6th St.,13
9900298323,Walk Up,670,10/10/2015 15:12:17,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,129
9900298324,Walk Up,104,10/10/2015 15:12:48,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,8
9900298331,Walk Up,283,10/10/2015 15:12:10,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,16
9900298333,Walk Up,747,10/10/2015 15:12:58,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,78
9900298414,Weekender,97,10/10/2015 20:12:03,1006,Zilker Park West,1006,Zilker Park West,2
9900298436,Walk Up,663,10/10/2015 21:12:19,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,21
9900298437,Walk Up,735,10/10/2015 21:12:40,2712,Toomey Rd @ South Lamar,2576,Rainey @ River St,20
9900298526,Walk Up,190,10/10/2015 13:12:25,1008,Nueces @ 3rd,1008,Nueces @ 3rd,141
9900298527,Walk Up,79,10/10/2015 13:12:06,1007,Lavaca & 6th,3293,East 2nd & Pedernales,78
9900298552,Weekender,958,10/10/2015 15:12:18,2823,Capital Metro HQ - East 5th at Broadway,2536,Waller & 6th St.,12
9900298598,Walk Up,936,10/10/2015 17:12:08,1008,Nueces @ 3rd,1008,Nueces @ 3rd,0
9900298600,Walk Up,922,10/10/2015 17:12:40,1006,Zilker Park West,1006,Zilker Park West,34
9900298601,Walk Up,563,10/10/2015 17:12:20,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,12
9900298620,Weekender,546,10/10/2015 19:12:19,1006,Zilker Park West,1006,Zilker Park West,2
9900298624,Walk Up,663,10/10/2015 19:12:22,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,8
9900298659,Walk Up,547,10/10/2015 21:12:41,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900298699,Weekender,26,10/10/2015 9:12:39,2568,East 11th St. at Victory Grill,2561,State Capitol Visitors Garage @ San Jacinto & 12th,9
9900298712,Walk Up,712,10/10/2015 10:12:13,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,28
9900298750,Walk Up,970,10/10/2015 13:12:02,1007,Lavaca & 6th,3293,East 2nd & Pedernales,79
9900298790,Walk Up,920,10/10/2015 15:12:57,1007,Lavaca & 6th,2541,State Capitol @ 14th & Colorado,26
9900298791,Walk Up,283,10/10/2015 15:12:11,1007,Lavaca & 6th,2541,State Capitol @ 14th & Colorado,25
9900298810,Walk Up,,10/10/2015 15:12:27,3293,East 2nd & Pedernales,2576,Rainey @ River St,12
9900298843,Walk Up,877,10/10/2015 17:12:54,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,10
9900298866,Walk Up,191,10/10/2015 19:12:44,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,8
